phenotype	snp	adjustment	beta	SE	OR	p	type	n_total	n_cases	n_controls	HWE_p	allele_freq	n_no_snp	note	p.value	bonferroni	fdr	description	group
300.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	7574	1	7573	0.989562281	0.02297333	38	 [Error: < 15  cases or controls]	NA	NA	NA	Obsessive-compulsive disorders	mental disorders
300.4	rs4266947_T	NA	NA	NA	NA	NA	NA	7573	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Dysthymic disorder	mental disorders
300.8	rs4266947_T	NA	NA	NA	NA	NA	logistic	7576	3	7573	0.989588165	0.022967265	38	 [Error: < 15  cases or controls]	NA	NA	NA	Acute reaction to stress	mental disorders
300.9	rs4266947_T	NA	NA	NA	NA	NA	NA	7573	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Posttraumatic stress disorder	mental disorders
301	rs4266947_T	NA	NA	NA	NA	NA	NA	7573	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Personality disorders	mental disorders
301.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7573	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Schizoid personality disorder	mental disorders
301.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7573	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Antisocial/borderline personality disorder	mental disorders
302	rs4266947_T	NA	NA	NA	NA	NA	NA	7573	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Sexual and gender identity disorders	mental disorders
302.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7573	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Decreased libido	mental disorders
303	rs4266947_T	NA	NA	NA	NA	NA	logistic	7580	7	7573	0.989639745	0.022955145	38	 [Error: < 15  cases or controls]	NA	NA	NA	Psychogenic and somatoform disorders	mental disorders
303.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7575	2	7573	0.989575231	0.022970297	38	 [Error: < 15  cases or controls]	NA	NA	NA	Dissociative disorder	mental disorders
303.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	7580	7	7573	0.989639745	0.022955145	38	 [Error: < 15  cases or controls]	NA	NA	NA	Psychogenic disorder	mental disorders
303.31	rs4266947_T	NA	NA	NA	NA	NA	NA	7573	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Gastrointestinal malfunction arising from mental factors	mental disorders
303.4	rs4266947_T	NA	NA	NA	NA	NA	NA	7573	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Somatoform disorder	mental disorders
304	rs4266947_T	NA	NA	NA	NA	NA	logistic	7579	6	7573	0.989047927	0.023024146	38	 [Error: < 15  cases or controls]	NA	NA	NA	Adjustment reaction	mental disorders
305.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7573	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Eating disorder	mental disorders
305.21	rs4266947_T	NA	NA	NA	NA	NA	NA	7573	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Anorexia nervosa	mental disorders
306	rs4266947_T	NA	NA	NA	NA	NA	logistic	7583	10	7573	0.98910181	0.023012001	38	 [Error: < 15  cases or controls]	NA	NA	NA	Other mental disorder	mental disorders
306.1	rs4266947_T	NA	NA	NA	NA	NA	NA	3484	NA	NA	NA	NA	16	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Mental disorders durring/after pregnancy	mental disorders
306.9	rs4266947_T	NA	NA	NA	NA	NA	logistic	7583	10	7573	0.98910181	0.023012001	38	 [Error: < 15  cases or controls]	NA	NA	NA	Tension headache	mental disorders
312	rs4266947_T	NA	NA	NA	NA	NA	logistic	7648	1	7647	0.989379954	0.022881799	38	 [Error: < 15  cases or controls]	NA	NA	NA	Conduct disorders	mental disorders
312.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7647	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Impulse control disorder	mental disorders
313	rs4266947_T	NA	NA	NA	NA	NA	NA	7647	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Pervasive developmental disorders	mental disorders
313.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7647	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Attention deficit hyperactivity disorder	mental disorders
313.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7647	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Tics and stuttering	mental disorders
313.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7647	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Autism	mental disorders
315	rs4266947_T	NA	NA	NA	NA	NA	logistic	7648	1	7647	0.989379954	0.022881799	38	 [Error: < 15  cases or controls]	NA	NA	NA	Develomental delays and disorders	mental disorders
315.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7647	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Learning disorder	mental disorders
315.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7647	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Speech and language disorder	mental disorders
315.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7647	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Mental retardation	mental disorders
316	rs4266947_T	NA	NA	NA	NA	NA	NA	7632	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Substance addiction and disorders	mental disorders
316.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7632	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Polyneuropathy due to drugs	mental disorders
317	rs4266947_T	NA	-16.37810985	2357.171404	7.71E-08	0.994456179	logistic	7649	17	7632	0.989392973	0.022878808	38		FALSE	FALSE	FALSE	Alcohol-related disorders	mental disorders
317.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7646	14	7632	0.989353867	0.022887784	38	 [Error: < 15  cases or controls]	NA	NA	NA	Alcoholism	mental disorders
317.11	rs4266947_T	NA	NA	NA	NA	NA	logistic	7642	10	7632	0.989301507	0.022899764	38	 [Error: < 15  cases or controls]	NA	NA	NA	Alcoholic liver damage	mental disorders
318	rs4266947_T	NA	NA	NA	NA	NA	NA	7632	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Tobacco use disorder	mental disorders
320	rs4266947_T	NA	NA	NA	NA	NA	logistic	7645	3	7642	0.989340801	0.022890778	38	 [Error: < 15  cases or controls]	NA	NA	NA	Meningitis	neurological
323	rs4266947_T	NA	NA	NA	NA	NA	logistic	7646	4	7642	0.989353867	0.022887784	38	 [Error: < 15  cases or controls]	NA	NA	NA	Encephalitis	neurological
323.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7643	1	7642	0.989314621	0.022896768	38	 [Error: < 15  cases or controls]	NA	NA	NA	Acute (transverse) myelitis	neurological
323.8	rs4266947_T	NA	NA	NA	NA	NA	NA	7642	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	"Encephalitis, non-infectious"	neurological
324	rs4266947_T	NA	NA	NA	NA	NA	NA	7642	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Other CNS infection and poliomyelitis	neurological
324.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7642	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Jakob-Creutzfeldt disease	neurological
325	rs4266947_T	NA	NA	NA	NA	NA	NA	7642	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Phlebitis and thrombophlebitis of intracranial venous sinuses	neurological
327	rs4266947_T	NA	-0.44143937	1.016414284	0.643110081	0.664062998	logistic	7569	32	7537	0.991591154	0.02272427	38		FALSE	FALSE	FALSE	Sleep disorders	neurological
327.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7540	3	7537	0.991755319	0.022745358	38	 [Error: < 15  cases or controls]	NA	NA	NA	Hypersomnia	neurological
327.3	rs4266947_T	NA	0.466471855	0.416888155	1.594359129	0.263166736	logistic	7625	88	7537	0.989652162	0.022885246	38		FALSE	FALSE	FALSE	Sleep apnea	neurological
327.31	rs4266947_T	NA	NA	NA	NA	NA	NA	7537	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Central/nonobstroctive sleep apnea	neurological
327.32	rs4266947_T	NA	NA	NA	NA	NA	NA	7537	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Obstructive sleep apnea	neurological
327.4	rs4266947_T	NA	NA	NA	NA	NA	logistic	7538	1	7537	0.991734111	0.022751393	38	 [Error: < 15  cases or controls]	NA	NA	NA	Insomnia	neurological
327.41	rs4266947_T	NA	NA	NA	NA	NA	NA	7537	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Organic or persistent insomnia	neurological
327.5	rs4266947_T	NA	NA	NA	NA	NA	NA	7537	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Parasomnia	neurological
327.6	rs4266947_T	NA	NA	NA	NA	NA	NA	7537	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Circadian rhythm sleep disorder	neurological
327.7	rs4266947_T	NA	NA	NA	NA	NA	NA	7537	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Sleep related movement disorders	neurological
327.71	rs4266947_T	NA	NA	NA	NA	NA	NA	7537	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Restless legs syndrome	neurological
327.72	rs4266947_T	NA	NA	NA	NA	NA	NA	7537	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Sleep related leg cramps	neurological
331	rs4266947_T	NA	NA	NA	NA	NA	logistic	7575	3	7572	0.989575231	0.022970297	38	 [Error: < 15  cases or controls]	NA	NA	NA	Other cerebral degenerations	neurological
331.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7574	2	7572	0.989562281	0.02297333	38	 [Error: < 15  cases or controls]	NA	NA	NA	Hydrocephalus	neurological
331.9	rs4266947_T	NA	NA	NA	NA	NA	logistic	7573	1	7572	0.989549316	0.022976363	38	 [Error: < 15  cases or controls]	NA	NA	NA	"Cerebral degeneration, unspecified"	neurological
332	rs4266947_T	NA	NA	NA	NA	NA	logistic	7577	5	7572	0.989601084	0.022964234	38	 [Error: < 15  cases or controls]	NA	NA	NA	Parkinson's disease	neurological
333	rs4266947_T	NA	NA	NA	NA	NA	logistic	7576	4	7572	0.989588165	0.022967265	38	 [Error: < 15  cases or controls]	NA	NA	NA	Extrapyramidal disease and abnormal movement disorders	neurological
333.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7573	1	7572	0.989549316	0.022976363	38	 [Error: < 15  cases or controls]	NA	NA	NA	Essential tremor	neurological
333.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7572	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Myoclonus	neurological
333.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7572	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Tics and choreas	neurological
333.4	rs4266947_T	NA	NA	NA	NA	NA	logistic	7575	3	7572	0.989575231	0.022970297	38	 [Error: < 15  cases or controls]	NA	NA	NA	Torsion dystonia	neurological
333.8	rs4266947_T	NA	NA	NA	NA	NA	NA	7572	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Other degenerative diseases of the basal ganglia	neurological
334	rs4266947_T	NA	NA	NA	NA	NA	logistic	7580	8	7572	0.989061422	0.023021108	38	 [Error: < 15  cases or controls]	NA	NA	NA	Degenerative disease of the spinal cord	neurological
334.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7573	1	7572	0.989549316	0.022976363	38	 [Error: < 15  cases or controls]	NA	NA	NA	Spinocerebellar disease	neurological
334.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7572	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Anterior horn cell disease	neurological
334.21	rs4266947_T	NA	NA	NA	NA	NA	NA	7572	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Amyotrophic Lateral Sclerosis	neurological
335	rs4266947_T	NA	NA	NA	NA	NA	logistic	7575	3	7572	0.988993783	0.023036304	38	 [Error: < 15  cases or controls]	NA	NA	NA	Multiple sclerosis	neurological
337	rs4266947_T	NA	NA	NA	NA	NA	NA	7572	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Disorders of the autonomic nervous system	neurological
337.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7572	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Peripheral autonomic neuropathy	neurological
339	rs4266947_T	NA	-0.525913417	0.450376653	0.591015274	0.242920092	logistic	7617	175	7442	0.990636371	0.022777997	38		FALSE	FALSE	FALSE	Other headache syndromes	neurological
340	rs4266947_T	NA	0.330194238	0.596977076	1.391238333	0.580187806	logistic	7484	42	7442	0.99009216	0.023049172	38		FALSE	FALSE	FALSE	Migraine	neurological
340.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7448	6	7442	0.991231643	0.022959184	38	 [Error: < 15  cases or controls]	NA	NA	NA	Migrain with aura	neurological
341	rs4266947_T	NA	NA	NA	NA	NA	logistic	7574	2	7572	0.989562281	0.02297333	38	 [Error: < 15  cases or controls]	NA	NA	NA	Other demyelinating diseases of central nervous system	neurological
342	rs4266947_T	NA	-16.37031657	2319.329914	7.77E-08	0.99436841	logistic	7589	17	7572	0.989754887	0.022927922	38		FALSE	FALSE	FALSE	Hemiplegia	neurological
343	rs4266947_T	NA	NA	NA	NA	NA	NA	7572	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Infantile cerebral palsy	neurological
344	rs4266947_T	NA	NA	NA	NA	NA	logistic	7577	5	7572	0.989601084	0.022964234	38	 [Error: < 15  cases or controls]	NA	NA	NA	Other paralytic syndromes	neurological
345	rs4266947_T	NA	0.278815349	1.012914834	1.321563294	0.783116181	logistic	7588	16	7572	0.9891688	0.022996837	38		FALSE	FALSE	FALSE	"Epilepsy, recurrent seizures, convulsions"	neurological
345.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7577	5	7572	0.989601084	0.022964234	38	 [Error: < 15  cases or controls]	NA	NA	NA	Epilepsy	neurological
345.11	rs4266947_T	NA	NA	NA	NA	NA	logistic	7575	3	7572	0.989575231	0.022970297	38	 [Error: < 15  cases or controls]	NA	NA	NA	Generalized convulsive epilepsy	neurological
345.12	rs4266947_T	NA	NA	NA	NA	NA	NA	7572	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Partial epilepsy	neurological
345.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7572	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Convulsions	neurological
346	rs4266947_T	NA	NA	NA	NA	NA	NA	7572	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Abnormal findings on study of brain and/or nervous system	neurological
346.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7573	1	7572	0.989549316	0.022976363	38	 [Error: < 15  cases or controls]	NA	NA	NA	Nonspecific abnormal findings on radiological and other examination of skull and head	neurological
346.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7572	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Nonspecific abnormal results of function study of brain and central nervous system	neurological
346.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7572	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Nonspecific abnormal findings in cerebrospinal fluid	neurological
347	rs4266947_T	NA	NA	NA	NA	NA	logistic	7573	1	7572	0.989549316	0.022976363	38	 [Error: < 15  cases or controls]	NA	NA	NA	Cataplexy and narcolepsy	neurological
348	rs4266947_T	NA	NA	NA	NA	NA	logistic	7584	12	7572	0.989691074	0.022943038	38	 [Error: < 15  cases or controls]	NA	NA	NA	Other conditions of brain	neurological
348.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7576	4	7572	0.989588165	0.022967265	38	 [Error: < 15  cases or controls]	NA	NA	NA	Cerebral edema and compression of brain	neurological
348.4	rs4266947_T	NA	NA	NA	NA	NA	logistic	7576	4	7572	0.989588165	0.022967265	38	 [Error: < 15  cases or controls]	NA	NA	NA	Cerebral cysts	neurological
348.7	rs4266947_T	NA	NA	NA	NA	NA	logistic	7576	4	7572	0.989588165	0.022967265	38	 [Error: < 15  cases or controls]	NA	NA	NA	Coma	neurological
348.8	rs4266947_T	NA	NA	NA	NA	NA	logistic	7573	1	7572	0.989549316	0.022976363	38	 [Error: < 15  cases or controls]	NA	NA	NA	"Encephalopathy, not elsewhere classified"	neurological
348.9	rs4266947_T	NA	NA	NA	NA	NA	logistic	7573	1	7572	0.989549316	0.022976363	38	 [Error: < 15  cases or controls]	NA	NA	NA	"Other conditions of brain, NOS"	neurological
349	rs4266947_T	NA	NA	NA	NA	NA	NA	7572	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Other and unspecified disorders of the nervous system	neurological
350	rs4266947_T	NA	NA	NA	NA	NA	logistic	7649	11	7638	0.989392973	0.022878808	38	 [Error: < 15  cases or controls]	NA	NA	NA	Abnormal movement	neurological
350.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7644	6	7638	0.989327719	0.022893773	38	 [Error: < 15  cases or controls]	NA	NA	NA	Abnormal involuntary movements	neurological
350.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7638	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Abnormality of gait	neurological
350.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	7643	5	7638	0.989314621	0.022896768	38	 [Error: < 15  cases or controls]	NA	NA	NA	Lack of coordination	neurological
350.5	rs4266947_T	NA	NA	NA	NA	NA	NA	7638	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Abnormal reflex	neurological
350.6	rs4266947_T	NA	NA	NA	NA	NA	NA	7638	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Disturbances of sensation of smell and taste	neurological
351	rs4266947_T	NA	0.209391603	0.297173181	1.232927723	0.481052118	logistic	7608	207	7401	0.991042913	0.022739222	38		FALSE	FALSE	FALSE	Other peripheral nerve disorders	neurological
352	rs4266947_T	NA	0.963521681	0.57473646	2.62091025	0.093648467	logistic	7428	27	7401	0.993267437	0.022684437	38		FALSE	FALSE	FALSE	Disorders of other cranial nerves	neurological
352.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7406	5	7401	0.994211709	0.022549284	38	 [Error: < 15  cases or controls]	NA	NA	NA	Trigeminal nerve disorders [CN5]	neurological
352.2	rs4266947_T	NA	1.223098919	0.582301943	3.397700634	0.035688852	logistic	7422	21	7401	0.993213244	0.022702776	38		TRUE	FALSE	FALSE	Facial nerve disorders [CN7]	neurological
353	rs4266947_T	NA	NA	NA	NA	NA	logistic	7412	11	7401	0.993898785	0.022598489	38	 [Error: < 15  cases or controls]	NA	NA	NA	Nerve root and plexus disorders	neurological
353.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7402	1	7401	0.994180035	0.02256147	38	 [Error: < 15  cases or controls]	NA	NA	NA	Nerve plexus lesions	neurological
353.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7403	2	7401	0.99418797	0.022558422	38	 [Error: < 15  cases or controls]	NA	NA	NA	Nerve root lesions	neurological
355	rs4266947_T	NA	NA	NA	NA	NA	logistic	7406	5	7401	0.994211709	0.022549284	38	 [Error: < 15  cases or controls]	NA	NA	NA	Complex regional/central pain syndrome	neurological
355.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7401	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Chronic pain syndrome	neurological
356	rs4266947_T	NA	NA	NA	NA	NA	NA	7639	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Hereditary and idiopathic peripheral neuropathy	neurological
357	rs4266947_T	NA	NA	NA	NA	NA	logistic	7645	6	7639	0.989340801	0.022890778	38	 [Error: < 15  cases or controls]	NA	NA	NA	Inflammatory and toxic neuropathy	neurological
358	rs4266947_T	NA	NA	NA	NA	NA	logistic	7642	3	7639	0.989301507	0.022899764	38	 [Error: < 15  cases or controls]	NA	NA	NA	Myoneural disorders	neurological
358.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7640	1	7639	0.989275233	0.022905759	38	 [Error: < 15  cases or controls]	NA	NA	NA	Myasthenia gravis	neurological
359	rs4266947_T	NA	NA	NA	NA	NA	logistic	7641	2	7639	0.989288378	0.022902761	38	 [Error: < 15  cases or controls]	NA	NA	NA	Muscular dystrophies and other myopathies	neurological
359.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7640	1	7639	0.989275233	0.022905759	38	 [Error: < 15  cases or controls]	NA	NA	NA	Muscular dystrophies	neurological
359.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7640	1	7639	0.989275233	0.022905759	38	 [Error: < 15  cases or controls]	NA	NA	NA	Myopathy	neurological
360	rs4266947_T	NA	NA	NA	NA	NA	NA	7534	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Disorders of the globe	sense organs
360.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7534	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Progressive myopia	sense organs
360.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7534	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Hypotony of eye	sense organs
361	rs4266947_T	NA	NA	NA	NA	NA	logistic	7548	14	7534	0.992294534	0.022655008	38	 [Error: < 15  cases or controls]	NA	NA	NA	Retinal detachments and defects	sense organs
361.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7534	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Retinal detachment with retinal defect	sense organs
361.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7534	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Retinoschisis and retinal cysts	sense organs
362	rs4266947_T	NA	0.175087387	0.585950562	1.191350321	0.765085672	logistic	7591	57	7534	0.991347861	0.022724279	38		FALSE	FALSE	FALSE	Other retinal disorders	sense organs
362.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7534	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Retinopathy of prematurity	sense organs
362.2	rs4266947_T	NA	-0.298229991	1.009627888	0.742130637	0.767698991	logistic	7567	33	7534	0.992036456	0.0226642	38		FALSE	FALSE	FALSE	Degeneration of macula and posterior pole of retina	sense organs
362.21	rs4266947_T	NA	NA	NA	NA	NA	NA	7534	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	"Macular degeneration, dry"	sense organs
362.22	rs4266947_T	NA	NA	NA	NA	NA	NA	7534	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	"Macular degeneration, wet"	sense organs
362.23	rs4266947_T	NA	NA	NA	NA	NA	NA	7534	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Cystoid macular degeneration of retina	sense organs
362.26	rs4266947_T	NA	NA	NA	NA	NA	NA	7534	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Macular puckering of retina	sense organs
362.27	rs4266947_T	NA	NA	NA	NA	NA	NA	7534	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Drusen (degenerative) of retina	sense organs
362.29	rs4266947_T	NA	-0.298229991	1.009627888	0.742130637	0.767698991	logistic	7567	33	7534	0.992036456	0.0226642	38		FALSE	FALSE	FALSE	Macular degeneration (senile) of retina NOS	sense organs
362.3	rs4266947_T	NA	0.209924005	1.002235892	1.23358431	0.834092527	logistic	7552	18	7534	0.99188145	0.022709216	38		FALSE	FALSE	FALSE	Other nondiabetic retinopathy	sense organs
362.31	rs4266947_T	NA	-16.14934916	2334.632733	9.69E-08	0.994480839	logistic	7550	16	7534	0.992314448	0.022649007	38		FALSE	FALSE	FALSE	Separation of retinal layers	sense organs
